"label","youtube_id","time_start","time_end","split","is_cc"
"air drumming","mU-cPIPZGKY",1,11,"train",0
"air drumming","PWZ2tB22i2E",45,55,"train",0
"air drumming","nVRNBxcpfUA",14,24,"train",0
"air drumming","uJzEIZMuU3I",10,20,"train",0
"air drumming","cZjrMHCPKjA",1,11,"train",0
"air drumming","h3wUCqWk_yo",2,12,"train",0
"air drumming","x4PFgAHDn8E",11,21,"train",0
"air drumming","Mg7EpC-HZ5E",96,106,"train",0
"air drumming","18eYOCJLA6M",0,10,"train",0
"air drumming","rOxGtBTjINQ",16,26,"train",0
"air drumming","r43AJXLXqjI",3,13,"train",0
"air drumming","wRaacvxMoc8",14,24,"train",0
"air drumming","SwNLns78S-o",226,236,"train",0
"air drumming","LCZBEMXs900",0,10,"train",0
"air drumming","bXX9YxjO77U",11,21,"train",0
"air drumming","elJ-0LOKivc",479,489,"train",0
"air drumming","cJg6XfIBZQk",35,45,"train",0
"air drumming","kC7TNwyEVIg",10,20,"train",0
"air drumming","H0V8qYUtPQg",17,27,"train",0
"air drumming","_9SlRyQ2Aio",192,202,"train",0
"air drumming","laYODb8k6as",112,122,"train",0
"air drumming","OHm2RSdFddk",66,76,"train",0
"air drumming","DNXNsDRCLtE",103,113,"train",0
"air drumming","ymjMmmUWrlw",1,11,"train",0
"air drumming","QTS1UpRDmP8",6,16,"train",0
"air drumming","5tF9Rt2uFtw",94,104,"train",0
"air drumming","N0_T9KwKBAs",30,40,"train",0
"air drumming","NU6rLgL2228",338,348,"train",0
"air drumming","NoPpkUNf0pE",2,12,"train",0
"air drumming","U_RzuvIvDVM",69,79,"train",0
"air drumming","eD3lnVGiKNM",100,110,"train",0
"air drumming","4sayvAo50Uc",0,10,"train",0
"air drumming","NhbgrgSFnLs",12,22,"train",0
"air drumming","XprPY7ZKNj4",61,71,"train",0
"air drumming","XZy7rX6yTmk",25,35,"train",0
"air drumming","FOFXpw8NKaQ",1,11,"train",0
"air drumming","TGh4oEEd_BE",3,13,"train",0
"air drumming","-ni1UWaBmL0",56,66,"train",0
"air drumming","ND42HdMI0UQ",2,12,"train",0
"air drumming","vkIYQBmNKUo",68,78,"train",0
"air drumming","AGiIVOVXrDI",33,43,"train",0
"answering questions","PHPtyFuKNyU",2,12,"train",0
"answering questions","SZWOuiHrPOU",16,26,"train",0
"answering questions","kKB5u7nJT9c",77,87,"train",0
"answering questions","_5W9Fxl_dFE",186,196,"train",0
"answering questions","LXApxm76Pbw",93,103,"train",0
"answering questions","wu1Yfbm798w",133,143,"train",0
"answering questions","9FtQnxIo5zE",0,10,"train",0
"answering questions","HiSEh0eW2Lk",8,18,"train",0
"answering questions","ktYRoTTTGPA",99,109,"train",0
"answering questions","wXrNaRuL_oY",374,384,"train",0
"answering questions","SZjK1l5mXi4",56,66,"train",0
"answering questions","zfctK3ENr8s",35,45,"train",0
"answering questions","c099c8gRYnk",49,59,"train",1
"answering questions","hgI_veGwrPw",395,405,"train",0
"answering questions","Jt0MqAvkTgs",660,670,"train",0
"answering questions","zpoveMbpISA",2,12,"train",0
"answering questions","H205zhi_o60",23,33,"train",0
"answering questions","jdWkrz10BA0",813,823,"train",0
"answering questions","nzm4FepH3xY",176,186,"train",0
"answering questions","z6HJ-dPQ_6M",28,38,"train",0
"answering questions","ii_9Yeh-3K0",594,604,"train",0
"answering questions","rYpwZTbT3xQ",3,13,"train",0
"answering questions","z57vsyfWTqo",32,42,"train",0
"answering questions","nD2hyy8XbyY",1153,1163,"train",0
"answering questions","9vVYprRNhQc",1,11,"train",0
"answering questions","rGck6KiZGu8",903,913,"train",0
"answering questions","rGEyjq4yxvA",758,768,"train",0
"answering questions","PG62t7e9jYY",18,28,"train",0
"answering questions","e7vWHnvreH4",43,53,"train",0
"answering questions","x5qUvRP6mOg",282,292,"train",0
"answering questions","wdeKxgMDClw",202,212,"train",0
"answering questions","zvdzRkmIoIM",23,33,"train",0
"answering questions","ZmxTKch8SEU",30,40,"train",0
"answering questions","52kQfr25NXw",1,11,"train",0
"answering questions","nZn2EH6tryw",66,76,"train",0
"answering questions","f83_VpTz-_g",43,53,"train",0
"answering questions","XyFY7UjnHpw",898,908,"train",0
"answering questions","ZMJXTDCbX_4",21,31,"train",0
"answering questions","dp9h7Z3cbSw",1074,1084,"train",0
"answering questions","MBneef2CUog",150,160,"train",0
"answering questions","NpdDgASNANc",6,16,"train",0
"answering questions","J2dzhDsOn4k",181,191,"train",0
"answering questions","ml1VUoY6FBo",120,130,"train",0
"answering questions","jnt6jtbmMQU",31,41,"train",0
"answering questions","HnDkJax9vV0",278,288,"train",0
"answering questions","UPcnS8KLTYk",231,241,"train",0
"answering questions","EUlMKT8SYQA",23,33,"train",0
"answering questions","wuupQgMIlgk",8,18,"train",0
"answering questions","2wG3dRYonNA",75,85,"train",0
"answering questions","5JxdV8u3H9U",3,13,"train",0
"applauding","VlyidHlkUqU",22,32,"train",0
"applauding","I299Hky1p0s",1,11,"train",0
"applauding","8hSxmUKwyak",2,12,"train",0
"applauding","rb0O4vS6hC0",41,51,"train",0
"applauding","w1SJc2ES41s",277,287,"train",0
"applauding","GBG55ZwGS-Y",1,11,"train",0
"applauding","II61MYVtjC4",2,12,"train",0
"applauding","w1oeGyFLjuI",4,14,"train",0
"applauding","FgCz-Hp8fdY",2101,2111,"train",0
"applauding","0nd-Gc3HkmU",19,29,"train",0
"applauding","6wBsi8OyYBY",14,24,"train",0
"applauding","xyrmji0eGsM",17,27,"train",0
"applauding","f8sViEax5YA",47,57,"train",1
"applauding","JKBwx1jfRzA",2,12,"train",0
"applauding","RcIwIcFRF6E",10,20,"train",0
"applauding","NA7bFEMVzwE",0,10,"train",0
"applauding","m2dsxe1khCE",13,23,"train",0
"applauding","w1lHoL-LfHM",12,22,"train",0
"applauding","aEXhZIVrAwc",3,13,"train",0
"applauding","s3eMRlBgKYU",105,115,"train",0
"applauding","AHrhK327SDQ",3,13,"train",0
"applauding","ifJ-Dp1MJi0",21,31,"train",0
"applauding","M9d4wHKmhmg",32,42,"train",0
"applauding","ccUSiWKDkuo",11,21,"train",0
"applauding","fdmxXGW7TRk",11,21,"train",0
"applauding","rSoDzHpQUZY",137,147,"train",0
"applauding","L6zGxOncNBw",0,10,"train",0
"applauding","N5DJyLavi84",0,10,"train",0
"applauding","9wS6y1iwsk4",190,200,"train",0
"applauding","rUrf6Qg4T4E",5,15,"train",0
"applauding","VFV6Hj0lT_0",1,11,"train",0
"applauding","H10PczAt2Fk",1,11,"train",0
"applauding","DdA4JI94RAY",98,108,"train",0
"applauding","ZVVMBDrLzAU",564,574,"train",0
"applauding","k1jZzrxTp0c",42,52,"train",0
"applauding","VpYulKsmwcc",21,31,"train",0
"applauding","I1jBjRmKzrY",289,299,"train",0
"applauding","Dd4Rn8pWG2Q",3,13,"train",0
"applauding","xEWF90KCA1k",2,12,"train",0
"applauding","fXmpgxslerg",0,10,"train",0
"applauding","T68UgKQzpOw",0,10,"train",0
"applauding","1UqN3hbK7x4",3,13,"train",0
"applauding","3Flrv_1Ovq0",3,13,"train",0
"applauding","UtB0w26naOU",26,36,"train",0
"applauding","Dk4kNH45A_M",8,18,"train",0
"applauding","bsrciTVLsHs",36,46,"train",0
"applauding","uRA3Fa19jAE",16,26,"train",0
"applauding","ExNoiNIQaVU",8,18,"train",0
"applauding","os5Vk1d4YV8",2,12,"train",0
"applauding","GtKXCqe-AQQ",551,561,"train",0
"applying cream","OGogJcUhwpY",35,45,"train",0
"applying cream","SHZbgh6tjyw",17,27,"train",0
"applying cream","Tq7eSC3aWys",0,10,"train",0
"applying cream","4i3OTta8DZ4",132,142,"train",0
"applying cream","msGjfozFIuI",2,12,"train",0
"applying cream","mQxnCWKIYyM",162,172,"train",0
"applying cream","PUwWtc6ao4o",2,12,"train",0
"applying cream","zhCnRIAvDUk",20,30,"train",0
"applying cream","oKAr-UOfBfs",307,317,"train",0
"applying cream","YvuNejHlLnk",175,185,"train",0
"applying cream","Cg7rLVjfyh0",12,22,"train",0
"applying cream","qGWU2EbUFao",40,50,"train",0
"applying cream","R4_U1FOcCeQ",433,443,"train",0
"applying cream","13G_IvpaNw4",0,10,"train",0
"applying cream","ihy-xjaNQY4",146,156,"train",0
"applying cream","of56Whs9_MU",15,25,"train",0
"applying cream","n1jyy9zWyo4",50,60,"train",0
"applying cream","M-CAKJw2CZA",31,41,"train",0
"applying cream","EGGxiO-wNGo",18,28,"train",0
"applying cream","sBxH95wd8zA",38,48,"train",0
"applying cream","D9VPEeLi-e4",5,15,"train",0
"applying cream","KKLSwGKW-8s",58,68,"train",1
"applying cream","oxwkQHNXsLI",1,11,"train",0
"applying cream","DOLQQoCbO6Q",358,368,"train",0
"applying cream","idVJKyZebGs",24,34,"train",0
"applying cream","DRofQZrwzFI",62,72,"train",0
"applying cream","oFFfipFcsFs",12,22,"train",0
"applying cream","BmC7ayqr4Qw",3,13,"train",0
"applying cream","JD_Lw_5557s",22,32,"train",0
"applying cream","s0vm-e6Hdn8",6,16,"train",0
"applying cream","bPfdGR2Vmds",19,29,"train",0
"applying cream","8WmeIpKFVgs",207,217,"train",0
"applying cream","AS9aL92iAbQ",5,15,"train",0
"applying cream","dsxPj7KdEmA",51,61,"train",0
"applying cream","nqoNI_V8W8E",76,86,"train",0
"applying cream","5MpnVyfmKy4",2,12,"train",0
"applying cream","tl7Fhwht3Mk",108,118,"train",0
"applying cream","ohyOGWR4s9Q",6,16,"train",0
"applying cream","n7FfERb7wzQ",63,73,"train",0
"applying cream","HnWJhKoIimM",51,61,"train",0
"applying cream","QX1K8DMRLAg",26,36,"train",0
"applying cream","AlbsBdfFVh8",57,67,"train",0
"applying cream","0AqWASz_kWs",98,108,"train",0
"applying cream","lO93NWEzWxw",405,415,"train",0
"applying cream","0PgfOKP1Ow0",111,121,"train",0
"applying cream","Dcjdhx2SOHc",30,40,"train",0
"applying cream","iVlyjAH2saU",67,77,"train",0
"applying cream","djE5PMt6_S0",42,52,"train",0
"applying cream","dSNbiu1Tyrc",200,210,"train",0
"applying cream","TB__HqSQbIU",13,23,"train",0
"archery","gdMG81s4rhI",2,12,"train",0
"archery","gEMVokzF96A",2,12,"train",0
"archery","MPN0HW9oz5U",43,53,"train",0
"archery","WNXVFQi3q5c",30,40,"train",0
"archery","1DDCYdivGFs",61,71,"train",0
"archery","s-IBGJiGo-I",3,13,"train",0
"archery","ObWUnBgV8xQ",1,11,"train",0
"archery","qB6k8thuOPE",9,19,"train",0
"archery","YwJWNuvKL8M",384,394,"train",0
"archery","dKY9FpRGyJI",19,29,"train",0
"archery","lw9OfrqPupw",170,180,"train",0
"archery","XxesrTAo1aU",23,33,"train",0
"archery","WeZarvmn4b0",18,28,"train",0
"archery","Y4FnyIOo6f4",66,76,"train",0
"archery","vO3QdbztB-k",73,83,"train",0
"archery","8PV0gx_dOVc",1,11,"train",0
"archery","Kx6YkNzaTkk",42,52,"train",0
"archery","9B_YbEKMUSo",3,13,"train",0
"archery","4oC2QwGHoiU",21,31,"train",0
"archery","Skc-ZolviOk",2,12,"train",0
"archery","fw1Of5O-bwo",68,78,"train",0
"archery","iJRS5ML93bs",15,25,"train",0
"archery","x-iBU6SdtzM",0,10,"train",0
"archery","o9w9_urtSnA",4,14,"train",0
"archery","uwVhXIc9SeY",172,182,"train",0
"archery","zp774TqFwPc",2,12,"train",0
"archery","PNrH795b1Ko",72,82,"train",0
"archery","OXnL-zHnh-E",66,76,"train",0
"archery","G8QJQhTR9Sc",57,67,"train",0
"archery","212vwGOFzSk",529,539,"train",0
"archery","7AhEDr0QwBY",0,10,"train",0
"archery","sHgc1SNY2pg",76,86,"train",0
"archery","Otl5AmHFMDI",4,14,"train",1
"archery","SzZjR19eGMw",53,63,"train",0
"archery","jcYv_o-x-cM",2,12,"train",0
"archery","uyhJYuaNfmY",176,186,"train",0
"archery","tEZVMbpm8zw",3,13,"train",0
"archery","KmnTLZgP--U",3,13,"train",0
"archery","JBd6aF96ZSA",32,42,"train",0
"archery","h1JmLoJYsNw",1,11,"train",0
"archery","v6KIoieXIVc",2,12,"train",0
"archery","sMy_3revofw",40,50,"train",0
"archery","YihI4GmFmxU",31,41,"train",0
"archery","nYXPyFlOpdA",0,10,"train",0
"archery","kwXuvKLmyIM",9,19,"train",1
"archery","MwuEk-FNHK8",13,23,"train",0
"archery","4uI8sAwf5bc",249,259,"train",0
"archery","A0pPphSQBvA",102,112,"train",1
"archery","SkqNbIyIZ2E",3,13,"train",0
"archery","cM6KbWO3dtI",27,37,"train",0
"arm wrestling","leNi2VWhK9M",214,224,"train",0
"arm wrestling","YAGadI1mr20",0,10,"train",0
"arm wrestling","IRrUbEp8Dgw",93,103,"train",0
"arm wrestling","bVipYS94x6c",67,77,"train",0
"arm wrestling","DWhCg40WlSc",107,117,"train",0
"arm wrestling","r1tpKPtaCPw",51,61,"train",0
"arm wrestling","C1SZARQs43w",4,14,"train",0
"arm wrestling","fP0JsUk90zY",0,10,"train",0
"arm wrestling","nDKr82CNcv8",9,19,"train",0
"arm wrestling","V4qjpWhsDu4",19,29,"train",0
"arm wrestling","YgV6vMG3n8U",4,14,"train",0
"arm wrestling","E1292OiScns",108,118,"train",0
"arm wrestling","oZHNhRLte5U",423,433,"train",0
"arm wrestling","1wfjkxs4HuA",26,36,"train",0
"arm wrestling","HTk3WPVrvpQ",39,49,"train",0
"arm wrestling","2DVhsLinTBQ",9,19,"train",0
"arm wrestling","M9CI97sOD4I",12,22,"train",0
"arm wrestling","F1Jgiu3zca0",35,45,"train",0
"arm wrestling","EiljnUCGztQ",9,19,"train",0
"arm wrestling","c1vSsugdR6Q",254,264,"train",0
"arm wrestling","PJl02WeZ0LE",26,36,"train",0
"arm wrestling","BnItVNsYK7g",10,20,"train",0
"arm wrestling","c6YFqiPVX-8",10,20,"train",0
"arm wrestling","zR0cvpPjZ6s",8,18,"train",0
"arm wrestling","kF63_XqYztY",3,13,"train",0
"arm wrestling","_6xcGAdO8Jk",11,21,"train",0
"arm wrestling","D2Rsnv3RxWY",0,10,"train",0
"arm wrestling","6mT8KNefa8Q",180,190,"train",0
"arm wrestling","S5siPLoe1Fk",2,12,"train",0
"arm wrestling","MIeoXJq66qo",33,43,"train",0
"arm wrestling","8fTu3XnZw1A",4,14,"train",0
"arm wrestling","vSeuwmoHzlo",178,188,"train",0
"arm wrestling","deaBLWfDkT0",7,17,"train",0
"arm wrestling","ijkH32uuFSY",1,11,"train",0
"arm wrestling","Wq8BVRn5Xso",22,32,"train",0
"arm wrestling","J0g963DIIt4",39,49,"train",0
"arm wrestling","03SGPShRRzs",3,13,"train",0
"arm wrestling","MIdPCtqMqig",4,14,"train",0
"arm wrestling","jdwFMas2lOU",5,15,"train",0
"arm wrestling","_mirlLIAIRA",119,129,"train",0
"arm wrestling","mbiR7UfBceU",2,12,"train",0
"arm wrestling","5w0JoUKYsS0",2,12,"train",0
"arm wrestling","M_QMDD4Wh1I",16,26,"train",0
"arm wrestling","8kPgVyjTCaw",0,10,"train",0
"arm wrestling","nZj0F7u_nHc",40,50,"train",1
"arm wrestling","hCbI_0umGXI",3,13,"train",0
"arm wrestling","9JZg0KVL4FI",1,11,"train",0
"arm wrestling","gtJTF2Uo2BY",0,10,"train",0
"arm wrestling","Gt-mb1ln1tE",20,30,"train",0
"arm wrestling","9gDdglky62s",135,145,"train",0
"arranging flowers","NwrRhAshYr0",315,325,"train",0
"arranging flowers","GDtlU59e53A",314,324,"train",0
"arranging flowers","IShJKtPSrT0",11,21,"train",0
"arranging flowers","r4ueI1tSeSE",116,126,"train",0
"arranging flowers","03c_g8lhMT0",71,81,"train",0
"arranging flowers","bb0QbV3iA3Y",134,144,"train",0
"arranging flowers","-zwUAD_POO8",124,134,"train",0
"arranging flowers","UD-ITymYSvo",206,216,"train",0
"arranging flowers","C04ps6RvjyI",17,27,"train",0
"arranging flowers","nH79DH6wnNw",145,155,"train",0
"arranging flowers","ExqfKYPsLxI",98,108,"train",0
"arranging flowers","JgdNCSOJVl0",571,581,"train",0
"arranging flowers","gTFZJdkn0Uc",340,350,"train",0
"arranging flowers","FxWwP6ZEU3Y",109,119,"train",0
"arranging flowers","vSV67EvZEBs",60,70,"train",0
"arranging flowers","tZBtoUxuUCQ",208,218,"train",0
"arranging flowers","d-brQH_RDb4",3,13,"train",0
"arranging flowers","IoRrMMCua1w",27,37,"train",0
"arranging flowers","0M9awkIVleg",2,12,"train",0
"arranging flowers","81FTRBhs-0w",14,24,"train",0
"arranging flowers","DcIsvnsoQAU",194,204,"train",0
"arranging flowers","drk_4AYVubc",103,113,"train",0
"arranging flowers","2imFjoF01u4",32,42,"train",0
"arranging flowers","3p47iYXgCXU",4,14,"train",1
"arranging flowers","B1kFYnaS_FQ",71,81,"train",0
"arranging flowers","0WsoNnq-GQ8",4,14,"train",0
"arranging flowers","emS49tr3Jfc",47,57,"train",0
"arranging flowers","TAGDiRFeAII",103,113,"train",0
"arranging flowers","QY_gyTrUVPE",1,11,"train",0
"arranging flowers","LgyMmg8Pm3A",35,45,"train",0
"arranging flowers","IRgwWsFyung",1,11,"train",0
"arranging flowers","Dj_WRxKhzLI",105,115,"train",0
"arranging flowers","Uete8mxi8Jc",2,12,"train",0
"arranging flowers","L6LIVETtibE",1,11,"train",0
"arranging flowers","MO4tNpbBx7g",873,883,"train",0
"arranging flowers","RKdVf3mor5w",34,44,"train",0
"arranging flowers","AwfvxN3IGmg",29,39,"train",0
"arranging flowers","IwwuG7CffEI",20,30,"train",0
"arranging flowers","dDl0MeGQmGU",65,75,"train",0
"arranging flowers","QK7DlIcqc8c",17,27,"train",0
"arranging flowers","_Otzzhds7OA",3,13,"train",0
"arranging flowers","1gIa10wqLAc",377,387,"train",0
"arranging flowers","c59aN6ZfeVA",22,32,"train",0
"arranging flowers","X-pvBCVx59E",199,209,"train",0
"arranging flowers","OA_LmFcPEwI",0,10,"train",0
"arranging flowers","xXHlQFBo8TI",416,426,"train",0
"arranging flowers","s89c7O_pQgE",147,157,"train",0
"arranging flowers","AxT8p8KispE",50,60,"train",0
"arranging flowers","-QAvfyZOc-c",0,10,"train",0
"arranging flowers","PhTBelmS5UU",88,98,"train",0
"assembling computer","DY6iKrPt4w8",19,29,"train",0
"assembling computer","ctF2dhGS5EM",35,45,"train",0
"assembling computer","bRO_qtV4R1U",162,172,"train",0
"assembling computer","Ei1RENnRqpQ",579,589,"train",0
"assembling computer","7-_rfPb8lXY",177,187,"train",0
"assembling computer","rTxcFpKbVHQ",402,412,"train",0
"assembling computer","sqxA-77qSUY",92,102,"train",0
"assembling computer","BkrwZ6JlODs",1140,1150,"train",0
"assembling computer","0cNBFhUAMgs",212,222,"train",0
"assembling computer","VSX5ePaAWfQ",462,472,"train",0
"assembling computer","phCDgUs-xuE",249,259,"train",0
"assembling computer","pwqutRJJmT8",233,243,"train",0
"assembling computer","IJ86Sklfe5Y",1039,1049,"train",0
"assembling computer","wkdViN2Vi7U",281,291,"train",0
"assembling computer","3a9n7G4q30M",48,58,"train",0
"assembling computer","XsyxM_j3Y4U",436,446,"train",0
"assembling computer","cRrn9n8BKPM",1624,1634,"train",0
"assembling computer","RdBjGb5nixk",59,69,"train",0
"assembling computer","w_j_6I7LZck",314,324,"train",0
"assembling computer","rbL6KS0W7qE",365,375,"train",0
"assembling computer","LttHLA9XuhU",633,643,"train",0
"assembling computer","TRrwlwX4QgU",369,379,"train",0
"assembling computer","WpMl_htvah4",577,587,"train",0
"assembling computer","kzn_CyM1VUQ",326,336,"train",0
"assembling computer","O0GRmLXLMvM",1076,1086,"train",0
"assembling computer","2hl4t4RznLs",55,65,"train",0
"assembling computer","UUf9guWyG4I",325,335,"train",0
"assembling computer","XC9wp6iGFTg",279,289,"train",0
"assembling computer","ovcNdxWYWxo",308,318,"train",0
"assembling computer","tt7RM_xAZqg",196,206,"train",0
"assembling computer","5QfEYEguYjI",933,943,"train",0
"assembling computer","tmXUrGsd-RU",329,339,"train",0
"assembling computer","qa51kOGVjKU",551,561,"train",0
"assembling computer","9T_sewf1Ty4",2194,2204,"train",0
"assembling computer","NjegWv1nAyY",250,260,"train",0
"assembling computer","te65gWTloT4",98,108,"train",0
"assembling computer","5I-1ptHdjKw",112,122,"train",0
"assembling computer","S4ndgwp0yX8",22,32,"train",0
"assembling computer","IIgF-mLS1Yk",100,110,"train",0
"assembling computer","ObICRTBofGQ",125,135,"train",0
"assembling computer","Zo6m5NrDhiY",4,14,"train",0
"assembling computer","GquwuYUGGF4",54,64,"train",0
"assembling computer","Lea6B9vi1Co",131,141,"train",0
"assembling computer","ODHalz6-03I",1345,1355,"train",0
"assembling computer","oYTf1eAE-Os",1455,1465,"train",0
"assembling computer","a4sjXlEP4zM",1,11,"train",0
"assembling computer","5HnOaaz6oxs",2406,2416,"train",0
"assembling computer","M8z-uumK_eU",3215,3225,"train",0
"assembling computer","3NmWJd5sKJQ",62,72,"train",0
"assembling computer","C1695N9NI1U",442,452,"train",0
"auctioning","ci_3k3QEEQg",457,467,"train",0
"auctioning","omuAP6tGVLI",247,257,"train",0
"auctioning","Qp2SuP6KSKw",798,808,"train",0
"auctioning","J6IscboYKCk",14,24,"train",0
"auctioning","ZroWDEX0wpw",170,180,"train",0
"auctioning","pjMHqBSP_-M",73,83,"train",0
"auctioning","55jJ825mQ1c",0,10,"train",0
"auctioning","9utykICo7RQ",317,327,"train",0
"auctioning","6cV1idtUAZM",1287,1297,"train",0
"auctioning","RPfszpV6F2k",28,38,"train",0
"auctioning","IaRTzhAemMM",413,423,"train",1
"auctioning","s_Sx_Gax5O8",331,341,"train",0
"auctioning","NES-vMfmon8",275,285,"train",0
"auctioning","SgQa9BcCgAk",29,39,"train",0
"auctioning","YjNquZNxGCc",32,42,"train",0
"auctioning","qpyjob_av14",952,962,"train",0
"auctioning","MO1SzsOSjn0",32,42,"train",0
"auctioning","hHqh3T7go2c",233,243,"train",0
"auctioning","uqPpBeBYr28",131,141,"train",0
"auctioning","kBVqRR_u94A",36,46,"train",0
"auctioning","IjGJpzUlr6Q",10,20,"train",0
"auctioning","vF8dwOULju0",835,845,"train",0
"auctioning","WxJTb47VtSw",5225,5235,"train",0
"auctioning","UZwJd00jOp0",129,139,"train",0
"auctioning","1SIcxed2Os4",233,243,"train",0
"auctioning","50Uttj6hH6Y",34,44,"train",0
"auctioning","PL_NtXC_G-Y",30,40,"train",0
"auctioning","SgMVXUXMdQk",191,201,"train",0
"auctioning","_VlvqS2YXnw",102,112,"train",0
"auctioning","Yk41FbhpgV0",12,22,"train",0
"auctioning","dDP9yHF0D14",2,12,"train",0
"auctioning","97nosiYXJm8",87,97,"train",0
"auctioning","Ff6trLxYAzA",48,58,"train",0
"auctioning","lkMOWQqsVsI",842,852,"train",0
"auctioning","gJ2wNUeJNLw",38,48,"train",0
"auctioning","HD6FYa-v99s",35,45,"train",0
"auctioning","u8BZ71FUas8",186,196,"train",0
"auctioning","MZ7xwuUWbgE",18,28,"train",1
"auctioning","Kmt_yRA04Ws",57,67,"train",0
"auctioning","gDBKsioBO7o",171,181,"train",0
"auctioning","ZAho5YxeB_Y",10,20,"train",0
"auctioning","UkjTZchAOVI",85,95,"train",0
"auctioning","UEJ1wwyoj1w",47,57,"train",0
"auctioning","G8xOWzW_7cg",392,402,"train",0
"auctioning","EtywpU3BDic",17,27,"train",0
"auctioning","zcuJK2ERn6A",45,55,"train",0
"auctioning","EY0wytEaX6Q",26,36,"train",0
"auctioning","mMt0-id1mKM",151,161,"train",0
"auctioning","Mka_zH88HxI",25,35,"train",0
"auctioning","6kJ4C3ZqKbA",1272,1282,"train",0
"baby waking up","e1BIMVNhE9s",31,41,"train",0
"baby waking up","lFC0YZSXe2g",33,43,"train",0
"baby waking up","iF-84Pw_lwY",0,10,"train",0
"baby waking up","jDkQ9GjwjiA",28,38,"train",0
"baby waking up","xXpo7aa1EP0",0,10,"train",0
"baby waking up","vuRjoTh7abU",14,24,"train",0
"baby waking up","u5vnA1v8DmU",11,21,"train",0
"baby waking up","kjHl9qjjE4Y",58,68,"train",0
"baby waking up","Qk2oUwaw7ds",2,12,"train",0
"baby waking up","a7NGrah0C2M",3,13,"train",0
"baby waking up","EjRam6Loj3c",48,58,"train",0
"baby waking up","o8S6dQpjTFk",21,31,"train",0
"baby waking up","TVGzR3veEJA",59,69,"train",0
"baby waking up","gkcEV0yZniw",1,11,"train",0
"baby waking up","54VmS7U999s",41,51,"train",0
"baby waking up","gsvFN51pKmI",106,116,"train",0
"baby waking up","vVt5uFFzgLQ",15,25,"train",0
"baby waking up","gXTOk2wH0Qo",9,19,"train",0
